Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  0.00      0.11     0.00        1     0.00     0.00  std::_Vector_base<Vec3<float>, std::allocator<Vec3<float> > >::~_Vector_base()
  0.00      0.11     0.00        1     0.00     0.00  std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl::_Vector_impl()
  0.00      0.11     0.00        1     0.00     0.00  std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl::~_Vector_impl()
  0.00      0.11     0.00        1     0.00     0.00  std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_base()
  0.00      0.11     0.00        1     0.00     0.00  std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::~_Vector_base()
  0.00      0.11     0.00        1     0.00     0.00  std::vector<Vec3<float>, std::allocator<Vec3<float> > >::vector()
  0.00      0.11     0.00        1     0.00     0.00  std::vector<Vec3<float>, std::allocator<Vec3<float> > >::~vector()
  0.00      0.11     0.00        1     0.00     0.00  std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::vector()
  0.00      0.11     0.00        1     0.00     0.00  std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::~vector()

 %         the percentage of the total running time of the
time       program used by this function.

cumulative a running sum of the number of seconds accounted
 seconds   for by this function and those listed above it.

 self      the number of seconds accounted for by this
seconds    function alone.  This is the major sort for this
           listing.

calls      the number of times this function was invoked, if
           this function is profiled, else blank.
 
 self      the average number of milliseconds spent in this
ms/call    function per call, if this function is profiled,
	   else blank.

 total     the average number of milliseconds spent in this
ms/call    function and its descendents per call, if this 
	   function is profiled, else blank.

name       the name of the function.  This is the minor sort
           for this listing. The index shows the location of
	   the function in the gprof listing. If the index is
	   in parenthesis it shows where it would appear in
	   the gprof listing if it were to be printed.

Copyright (C) 2012-2014 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

		     Call graph (explanation follows)


granularity: each sample hit covers 2 byte(s) for 9.09% of 0.11 seconds

index % time    self  children    called     name
                                                 <spontaneous>
[1]    100.0    0.00    0.11                 main [1]
                0.00    0.07       1/1           TGAImage::write_tga_file(char const*, bool) [2]
                0.00    0.03    1841/1841        triangle(Vec2<int>, Vec2<int>, Vec2<int>, TGAImage&, TGAColor) [4]
                0.00    0.01       1/1           Model::Model(char const*) [13]
                0.00    0.00    7476/7476        Vec2<int>::Vec2() [80]
                0.00    0.00    7476/8734        Vec3<float>::Vec3() [78]
                0.00    0.00    7476/7476        std::vector<int, std::allocator<int> >::operator[](unsigned long) [89]
                0.00    0.00    7476/7476        Model::vert(int) [81]
                0.00    0.00    7476/620208      Vec2<int>::Vec2(int, int) [20]
                0.00    0.00    4984/4984        Vec3<float>::operator-(Vec3<float> const&) const [91]
                0.00    0.00    2493/2493        Model::nfaces() [94]
                0.00    0.00    2492/2492        Model::face(int) [96]
                0.00    0.00    2492/2492        Vec3<float>::operator^(Vec3<float> const&) const [101]
                0.00    0.00    2492/2492        Vec3<float>::normalize(float) [95]
                0.00    0.00    2492/2492        Vec3<float>::operator*(Vec3<float> const&) const [102]
                0.00    0.00    2492/11571       std::vector<int, std::allocator<int> >::~vector() [60]
                0.00    0.00    1841/1844        TGAColor::TGAColor(unsigned char, unsigned char, unsigned char, unsigned char) [113]
                0.00    0.00       1/1           TGAImage::TGAImage(int, int, int) [176]
                0.00    0.00       1/9969        Vec3<float>::Vec3(float, float, float) [62]
                0.00    0.00       1/1           TGAImage::flip_vertically() [175]
                0.00    0.00       1/1           Model::~Model() [174]
                0.00    0.00       1/1           TGAImage::~TGAImage() [177]
-----------------------------------------------
                0.00    0.07       1/1           main [1]
[2]     63.6    0.00    0.07       1         TGAImage::write_tga_file(char const*, bool) [2]
                0.07    0.00       1/1           TGAImage::unload_rle_data(std::basic_ofstream<char, std::char_traits<char> >&) [3]
-----------------------------------------------
                0.07    0.00       1/1           TGAImage::write_tga_file(char const*, bool) [2]
[3]     63.6    0.07    0.00       1         TGAImage::unload_rle_data(std::basic_ofstream<char, std::char_traits<char> >&) [3]
-----------------------------------------------
                0.00    0.03    1841/1841        main [1]
[4]     27.3    0.00    0.03    1841         triangle(Vec2<int>, Vec2<int>, Vec2<int>, TGAImage&, TGAColor) [4]
                0.01    0.00 2000112/2000112     TGAColor::TGAColor(TGAColor const&) [5]
                0.01    0.00 2000112/2000112     TGAImage::set(int, int, TGAColor) [6]
                0.01    0.00  204244/204244      Vec2<int>::operator-(Vec2<int> const&) const [7]
                0.00    0.00  204244/204244      Vec2<int>::operator*(float) const [21]
                0.00    0.00  204244/204244      Vec2<int>::operator+(Vec2<int> const&) const [22]
                0.00    0.00   51522/51522       void std::swap<Vec2<int> >(Vec2<int>&, Vec2<int>&) [25]
-----------------------------------------------
                0.01    0.00 2000112/2000112     triangle(Vec2<int>, Vec2<int>, Vec2<int>, TGAImage&, TGAColor) [4]
[5]      9.1    0.01    0.00 2000112         TGAColor::TGAColor(TGAColor const&) [5]
-----------------------------------------------
                0.01    0.00 2000112/2000112     triangle(Vec2<int>, Vec2<int>, Vec2<int>, TGAImage&, TGAColor) [4]
[6]      9.1    0.01    0.00 2000112         TGAImage::set(int, int, TGAColor) [6]
-----------------------------------------------
                0.01    0.00  204244/204244      triangle(Vec2<int>, Vec2<int>, Vec2<int>, TGAImage&, TGAColor) [4]
[7]      9.1    0.01    0.00  204244         Vec2<int>::operator-(Vec2<int> const&) const [7]
                0.00    0.00  204244/620208      Vec2<int>::Vec2(int, int) [20]
-----------------------------------------------
                0.01    0.00   14952/14952       int* std::__uninitialized_copy_a<int*, int*, int>(int*, int*, int*, std::allocator<int>&) [9]
[8]      9.1    0.01    0.00   14952         int* std::uninitialized_copy<int*, int*>(int*, int*, int*) [8]
                0.00    0.00   14952/14952       int* std::__uninitialized_copy<true>::__uninit_copy<int*, int*>(int*, int*, int*) [52]
-----------------------------------------------
                0.00    0.01   14952/14952       int* std::__uninitialized_move_if_noexcept_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [10]
[9]      9.1    0.00    0.01   14952         int* std::__uninitialized_copy_a<int*, int*, int>(int*, int*, int*, std::allocator<int>&) [9]
                0.01    0.00   14952/14952       int* std::uninitialized_copy<int*, int*>(int*, int*, int*) [8]
-----------------------------------------------
                0.00    0.01   14952/14952       std::vector<int, std::allocator<int> >::_M_insert_aux(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [11]
[10]     9.1    0.00    0.01   14952         int* std::__uninitialized_move_if_noexcept_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [10]
                0.00    0.01   14952/14952       int* std::__uninitialized_copy_a<int*, int*, int>(int*, int*, int*, std::allocator<int>&) [9]
-----------------------------------------------
                0.00    0.01    7476/7476        std::vector<int, std::allocator<int> >::push_back(int const&) [12]
[11]     9.1    0.00    0.01    7476         std::vector<int, std::allocator<int> >::_M_insert_aux(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [11]
                0.00    0.01   14952/14952       int* std::__uninitialized_move_if_noexcept_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [10]
                0.00    0.00   22428/43078       std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [26]
                0.00    0.00   14952/29904       __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [29]
                0.00    0.00    7476/7476        std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [85]
                0.00    0.00    7476/7476        std::vector<int, std::allocator<int> >::begin() [88]
                0.00    0.00    7476/7476        __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [84]
                0.00    0.00    7476/16555       std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [48]
                0.00    0.00    7476/7476        void __gnu_cxx::__alloc_traits<std::allocator<int> >::construct<int>(std::allocator<int>&, int*, int const&) [83]
                0.00    0.00    7476/19047       void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [36]
                0.00    0.00    7476/19047       std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [34]
-----------------------------------------------
                0.00    0.01    7476/7476        Model::Model(char const*) [13]
[12]     9.1    0.00    0.01    7476         std::vector<int, std::allocator<int> >::push_back(int const&) [12]
                0.00    0.01    7476/7476        std::vector<int, std::allocator<int> >::_M_insert_aux(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [11]
                0.00    0.00    7476/7476        std::vector<int, std::allocator<int> >::end() [87]
-----------------------------------------------
                0.00    0.01       1/1           main [1]
[13]     9.1    0.00    0.01       1         Model::Model(char const*) [13]
                0.00    0.01    7476/7476        std::vector<int, std::allocator<int> >::push_back(int const&) [12]
                0.00    0.00    2492/2492        std::vector<int, std::allocator<int> >::vector() [109]
                0.00    0.00    2492/2492        std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::push_back(std::vector<int, std::allocator<int> > const&) [107]
                0.00    0.00    2492/11571       std::vector<int, std::allocator<int> >::~vector() [60]
                0.00    0.00    1258/8734        Vec3<float>::Vec3() [78]
                0.00    0.00    1258/1258        std::vector<Vec3<float>, std::allocator<Vec3<float> > >::push_back(Vec3<float> const&) [116]
                0.00    0.00       1/1           std::vector<Vec3<float>, std::allocator<Vec3<float> > >::vector() [194]
                0.00    0.00       1/1           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::vector() [196]
                0.00    0.00       1/2546        std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::size() const [93]
                0.00    0.00       1/49          std::vector<Vec3<float>, std::allocator<Vec3<float> > >::size() const [118]
-----------------------------------------------
                0.00    0.00    7476/620208      main [1]
                0.00    0.00  204244/620208      Vec2<int>::operator-(Vec2<int> const&) const [7]
                0.00    0.00  204244/620208      Vec2<int>::operator*(float) const [21]
                0.00    0.00  204244/620208      Vec2<int>::operator+(Vec2<int> const&) const [22]
[20]     0.0    0.00    0.00  620208         Vec2<int>::Vec2(int, int) [20]
-----------------------------------------------
                0.00    0.00  204244/204244      triangle(Vec2<int>, Vec2<int>, Vec2<int>, TGAImage&, TGAColor) [4]
[21]     0.0    0.00    0.00  204244         Vec2<int>::operator*(float) const [21]
                0.00    0.00  204244/620208      Vec2<int>::Vec2(int, int) [20]
-----------------------------------------------
                0.00    0.00  204244/204244      triangle(Vec2<int>, Vec2<int>, Vec2<int>, TGAImage&, TGAColor) [4]
[22]     0.0    0.00    0.00  204244         Vec2<int>::operator+(Vec2<int> const&) const [22]
                0.00    0.00  204244/620208      Vec2<int>::Vec2(int, int) [20]
-----------------------------------------------
                0.00    0.00   29904/83839       std::_Miter_base<int*>::iterator_type std::__miter_base<int*>(int*) [30]
                0.00    0.00   53935/83839       std::_Niter_base<int*>::iterator_type std::__niter_base<int*>(int*) [24]
[23]     0.0    0.00    0.00   83839         std::_Iter_base<int*, false>::_S_base(int*) [23]
-----------------------------------------------
                0.00    0.00    9079/53935       int* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [74]
                0.00    0.00   44856/53935       int* std::__copy_move_a2<false, int*, int*>(int*, int*, int*) [54]
[24]     0.0    0.00    0.00   53935         std::_Niter_base<int*>::iterator_type std::__niter_base<int*>(int*) [24]
                0.00    0.00   53935/83839       std::_Iter_base<int*, false>::_S_base(int*) [23]
-----------------------------------------------
                0.00    0.00   51522/51522       triangle(Vec2<int>, Vec2<int>, Vec2<int>, TGAImage&, TGAColor) [4]
[25]     0.0    0.00    0.00   51522         void std::swap<Vec2<int> >(Vec2<int>&, Vec2<int>&) [25]
-----------------------------------------------
                0.00    0.00    9079/43078       std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [72]
                0.00    0.00   11571/43078       std::vector<int, std::allocator<int> >::~vector() [60]
                0.00    0.00   22428/43078       std::vector<int, std::allocator<int> >::_M_insert_aux(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [11]
[26]     0.0    0.00    0.00   43078         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [26]
-----------------------------------------------
                0.00    0.00    9079/38983       std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [72]
                0.00    0.00   29904/38983       std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [85]
[27]     0.0    0.00    0.00   38983         std::vector<int, std::allocator<int> >::size() const [27]
-----------------------------------------------
                0.00    0.00   14952/31507       __gnu_cxx::__alloc_traits<std::allocator<int> >::max_size(std::allocator<int> const&) [49]
                0.00    0.00   16555/31507       __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [45]
[28]     0.0    0.00    0.00   31507         __gnu_cxx::new_allocator<int>::max_size() const [28]
-----------------------------------------------
                0.00    0.00   14952/29904       std::vector<int, std::allocator<int> >::_M_insert_aux(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [11]
                0.00    0.00   14952/29904       __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [84]
[29]     0.0    0.00    0.00   29904         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [29]
-----------------------------------------------
                0.00    0.00   29904/29904       int* std::copy<int*, int*>(int*, int*, int*) [55]
[30]     0.0    0.00    0.00   29904         std::_Miter_base<int*>::iterator_type std::__miter_base<int*>(int*) [30]
                0.00    0.00   29904/83839       std::_Iter_base<int*, false>::_S_base(int*) [23]
-----------------------------------------------
                0.00    0.00    9079/24031       std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [72]
                0.00    0.00   14952/24031       std::vector<int, std::allocator<int> >::max_size() const [51]
[31]     0.0    0.00    0.00   24031         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [31]
-----------------------------------------------
                0.00    0.00    9079/24031       int* std::__copy_move_a<false, int const*, int*>(int const*, int const*, int*) [73]
                0.00    0.00   14952/24031       int* std::__copy_move_a<false, int*, int*>(int*, int*, int*) [53]
[32]     0.0    0.00    0.00   24031         int* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<int>(int const*, int const*, int*) [32]
-----------------------------------------------
                0.00    0.00   19047/19047       void std::_Destroy<int*>(int*, int*) [35]
[33]     0.0    0.00    0.00   19047         void std::_Destroy_aux<true>::__destroy<int*>(int*, int*) [33]
-----------------------------------------------
                0.00    0.00    7476/19047       std::vector<int, std::allocator<int> >::_M_insert_aux(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [11]
                0.00    0.00   11571/19047       std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [59]
[34]     0.0    0.00    0.00   19047         std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [34]
                0.00    0.00   16555/16555       __gnu_cxx::__alloc_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [46]
-----------------------------------------------
                0.00    0.00   19047/19047       void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [36]
[35]     0.0    0.00    0.00   19047         void std::_Destroy<int*>(int*, int*) [35]
                0.00    0.00   19047/19047       void std::_Destroy_aux<true>::__destroy<int*>(int*, int*) [33]
-----------------------------------------------
                0.00    0.00    7476/19047       std::vector<int, std::allocator<int> >::_M_insert_aux(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [11]
                0.00    0.00   11571/19047       std::vector<int, std::allocator<int> >::~vector() [60]
[36]     0.0    0.00    0.00   19047         void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [36]
                0.00    0.00   19047/19047       void std::_Destroy<int*>(int*, int*) [35]
-----------------------------------------------
                0.00    0.00    9079/18158       std::vector<int, std::allocator<int> >::begin() const [66]
                0.00    0.00    9079/18158       std::vector<int, std::allocator<int> >::end() const [65]
[37]     0.0    0.00    0.00   18158         __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::__normal_iterator(int const* const&) [37]
-----------------------------------------------
                0.00    0.00   18158/18158       std::_Iter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, true>::_S_base(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [40]
[38]     0.0    0.00    0.00   18158         __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::base() const [38]
-----------------------------------------------
                0.00    0.00   18158/18158       std::_Miter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >::iterator_type std::__miter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [41]
[39]     0.0    0.00    0.00   18158         std::_Iter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, false>::_S_base(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [39]
-----------------------------------------------
                0.00    0.00   18158/18158       std::_Niter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >::iterator_type std::__niter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [42]
[40]     0.0    0.00    0.00   18158         std::_Iter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, true>::_S_base(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [40]
                0.00    0.00   18158/18158       __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::base() const [38]
-----------------------------------------------
                0.00    0.00   18158/18158       int* std::copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [77]
[41]     0.0    0.00    0.00   18158         std::_Miter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >::iterator_type std::__miter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [41]
                0.00    0.00   18158/18158       std::_Iter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, false>::_S_base(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [39]
-----------------------------------------------
                0.00    0.00   18158/18158       int* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [74]
[42]     0.0    0.00    0.00   18158         std::_Niter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >::iterator_type std::__niter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [42]
                0.00    0.00   18158/18158       std::_Iter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, true>::_S_base(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [40]
-----------------------------------------------
                0.00    0.00    1258/17368       __gnu_cxx::new_allocator<Vec3<float> >::construct(Vec3<float>*, Vec3<float> const&) [114]
                0.00    0.00    2047/17368       void std::_Construct<Vec3<float>, Vec3<float> >(Vec3<float>*, Vec3<float> const&) [111]
                0.00    0.00    2492/17368       __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::construct(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> > const&) [97]
                0.00    0.00    4095/17368       void std::_Construct<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> > const&) [92]
                0.00    0.00    7476/17368       __gnu_cxx::new_allocator<int>::construct(int*, int const&) [82]
[43]     0.0    0.00    0.00   17368         operator new(unsigned long, void*) [43]
-----------------------------------------------
                0.00    0.00   16555/16555       __gnu_cxx::__alloc_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [46]
[44]     0.0    0.00    0.00   16555         __gnu_cxx::new_allocator<int>::deallocate(int*, unsigned long) [44]
-----------------------------------------------
                0.00    0.00   16555/16555       __gnu_cxx::__alloc_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) [47]
[45]     0.0    0.00    0.00   16555         __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [45]
                0.00    0.00   16555/31507       __gnu_cxx::new_allocator<int>::max_size() const [28]
-----------------------------------------------
                0.00    0.00   16555/16555       std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [34]
[46]     0.0    0.00    0.00   16555         __gnu_cxx::__alloc_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [46]
                0.00    0.00   16555/16555       __gnu_cxx::new_allocator<int>::deallocate(int*, unsigned long) [44]
-----------------------------------------------
                0.00    0.00   16555/16555       std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [48]
[47]     0.0    0.00    0.00   16555         __gnu_cxx::__alloc_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) [47]
                0.00    0.00   16555/16555       __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [45]
-----------------------------------------------
                0.00    0.00    7476/16555       std::vector<int, std::allocator<int> >::_M_insert_aux(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [11]
                0.00    0.00    9079/16555       std::_Vector_base<int, std::allocator<int> >::_M_create_storage(unsigned long) [69]
[48]     0.0    0.00    0.00   16555         std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [48]
                0.00    0.00   16555/16555       __gnu_cxx::__alloc_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) [47]
-----------------------------------------------
                0.00    0.00   14952/14952       std::vector<int, std::allocator<int> >::max_size() const [51]
[49]     0.0    0.00    0.00   14952         __gnu_cxx::__alloc_traits<std::allocator<int> >::max_size(std::allocator<int> const&) [49]
                0.00    0.00   14952/31507       __gnu_cxx::new_allocator<int>::max_size() const [28]
-----------------------------------------------
                0.00    0.00    7476/14952       std::vector<int, std::allocator<int> >::end() [87]
                0.00    0.00    7476/14952       std::vector<int, std::allocator<int> >::begin() [88]
[50]     0.0    0.00    0.00   14952         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [50]
-----------------------------------------------
                0.00    0.00   14952/14952       std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [85]
[51]     0.0    0.00    0.00   14952         std::vector<int, std::allocator<int> >::max_size() const [51]
                0.00    0.00   14952/24031       std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [31]
                0.00    0.00   14952/14952       __gnu_cxx::__alloc_traits<std::allocator<int> >::max_size(std::allocator<int> const&) [49]
-----------------------------------------------
                0.00    0.00   14952/14952       int* std::uninitialized_copy<int*, int*>(int*, int*, int*) [8]
[52]     0.0    0.00    0.00   14952         int* std::__uninitialized_copy<true>::__uninit_copy<int*, int*>(int*, int*, int*) [52]
                0.00    0.00   14952/14952       int* std::copy<int*, int*>(int*, int*, int*) [55]
-----------------------------------------------
                0.00    0.00   14952/14952       int* std::__copy_move_a2<false, int*, int*>(int*, int*, int*) [54]
[53]     0.0    0.00    0.00   14952         int* std::__copy_move_a<false, int*, int*>(int*, int*, int*) [53]
                0.00    0.00   14952/24031       int* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<int>(int const*, int const*, int*) [32]
-----------------------------------------------
                0.00    0.00   14952/14952       int* std::copy<int*, int*>(int*, int*, int*) [55]
[54]     0.0    0.00    0.00   14952         int* std::__copy_move_a2<false, int*, int*>(int*, int*, int*) [54]
                0.00    0.00   44856/53935       std::_Niter_base<int*>::iterator_type std::__niter_base<int*>(int*) [24]
                0.00    0.00   14952/14952       int* std::__copy_move_a<false, int*, int*>(int*, int*, int*) [53]
-----------------------------------------------
                0.00    0.00   14952/14952       int* std::__uninitialized_copy<true>::__uninit_copy<int*, int*>(int*, int*, int*) [52]
[55]     0.0    0.00    0.00   14952         int* std::copy<int*, int*>(int*, int*, int*) [55]
                0.00    0.00   29904/29904       std::_Miter_base<int*>::iterator_type std::__miter_base<int*>(int*) [30]
                0.00    0.00   14952/14952       int* std::__copy_move_a2<false, int*, int*>(int*, int*, int*) [54]
-----------------------------------------------
                0.00    0.00   11571/11571       std::allocator<int>::~allocator() [57]
[56]     0.0    0.00    0.00   11571         __gnu_cxx::new_allocator<int>::~new_allocator() [56]
-----------------------------------------------
                0.00    0.00   11571/11571       std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [58]
[57]     0.0    0.00    0.00   11571         std::allocator<int>::~allocator() [57]
                0.00    0.00   11571/11571       __gnu_cxx::new_allocator<int>::~new_allocator() [56]
-----------------------------------------------
                0.00    0.00   11571/11571       std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [59]
[58]     0.0    0.00    0.00   11571         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [58]
                0.00    0.00   11571/11571       std::allocator<int>::~allocator() [57]
-----------------------------------------------
                0.00    0.00   11571/11571       std::vector<int, std::allocator<int> >::~vector() [60]
[59]     0.0    0.00    0.00   11571         std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [59]
                0.00    0.00   11571/11571       std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [58]
                0.00    0.00   11571/19047       std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [34]
-----------------------------------------------
                0.00    0.00    2492/11571       Model::Model(char const*) [13]
                0.00    0.00    2492/11571       main [1]
                0.00    0.00    6587/11571       void std::_Destroy<std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*) [90]
[60]     0.0    0.00    0.00   11571         std::vector<int, std::allocator<int> >::~vector() [60]
                0.00    0.00   11571/43078       std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [26]
                0.00    0.00   11571/11571       std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [59]
                0.00    0.00   11571/19047       void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [36]
-----------------------------------------------
